response,shock,horizon,value,test,Acceptable if
UNRATE,D_FEDFUNDS,6,-0.1870297988995267,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
UNRATE,D_FEDFUNDS,12,-0.1859591279488771,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
UNRATE,D_FEDFUNDS,24,-0.12658413218810985,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
INDPRO_GROWTH,D_FEDFUNDS,0,0.07989080999558207,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
INDPRO_GROWTH,D_FEDFUNDS,1,0.30703075084939,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
INDPRO_GROWTH,D_FEDFUNDS,3,-0.07036069155147277,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
INDPRO_GROWTH,D_FEDFUNDS,6,0.01568924150531816,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
INDPRO_GROWTH,D_FEDFUNDS,12,-0.003421389489886222,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
INDPRO_GROWTH,D_FEDFUNDS,24,-0.01030555816918633,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
SENTIMENT_CHANGE,D_FEDFUNDS,0,0.8591446932475802,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
SENTIMENT_CHANGE,D_FEDFUNDS,1,0.13755668993927087,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
SENTIMENT_CHANGE,D_FEDFUNDS,3,-0.11323340139352533,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
SENTIMENT_CHANGE,D_FEDFUNDS,6,-0.0024454406253739385,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
SENTIMENT_CHANGE,D_FEDFUNDS,12,0.008711585089172637,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
SENTIMENT_CHANGE,D_FEDFUNDS,24,-0.018373521139002025,Orthogonalized VAR response to D_FEDFUNDS policy-rate-change shock,responses are economically interpretable and robust to stationarity treatment; Cholesky identification caveats still apply
