response,horizon,shock,Acceptable if,variance_share
INF,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.919237765131892
INF,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03733698900817091
INF,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0049872607722358875
INF,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024417326342063287
INF,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01402065874563801
INF,13,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9191352295652694
INF,13,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.037329648656882056
INF,13,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005066438424491373
INF,13,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0244495962407094
INF,13,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014019087112648012
INF,14,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9190145186825818
INF,14,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.037322932901468216
INF,14,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005164268368551044
INF,14,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024476969263185714
INF,14,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014021310784213446
INF,15,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9188762432132814
INF,15,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03732142623715466
INF,15,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005278028918313013
INF,15,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024504334587987817
INF,15,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014019967043263243
INF,16,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9187497453806226
INF,16,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03732287602792216
INF,16,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005378947482783244
INF,16,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02453099372987894
INF,16,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014017437378793282
INF,17,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9186364471173655
INF,17,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03732603814191722
INF,17,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005464857669150113
INF,17,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024556657806309543
INF,17,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014015999265257933
INF,18,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9185312028269642
INF,18,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03733250942098698
INF,18,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005540946930076701
INF,18,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024581018534540665
INF,18,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014014322287431793
INF,19,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9184338466880324
INF,19,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03734189951134273
INF,19,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00560878758276864
INF,19,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024603048429647886
INF,19,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014012417788208591
INF,20,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9183439047204572
INF,20,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.037352608700446044
INF,20,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00567003374959861
INF,20,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02462281217835108
INF,20,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014010640651147252
INF,21,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9182592812806952
INF,21,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03736450600863314
INF,21,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005726149840672921
INF,21,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02464109500337154
INF,21,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014008967866627364
INF,22,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9181788472482921
INF,22,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.037377759675522634
INF,22,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0057776475407171745
INF,22,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0246583607752877
INF,22,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014007384760180559
INF,23,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9181031573596399
INF,23,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03739189480136404
INF,23,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005824364949938292
INF,23,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024674664395375176
INF,23,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014005918493682717
INF,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9180328049543076
INF,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03740637028184143
INF,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.005866346974627389
INF,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02468991095322046
INF,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014004566836003412
D_FEDFUNDS,1,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04929264595396495
D_FEDFUNDS,1,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9507073540460349
D_FEDFUNDS,1,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
D_FEDFUNDS,1,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
D_FEDFUNDS,1,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
D_FEDFUNDS,2,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.041637800867567874
D_FEDFUNDS,2,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9346215190212469
D_FEDFUNDS,2,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.009208749256412782
D_FEDFUNDS,2,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.011815455059144322
D_FEDFUNDS,2,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.002716475795627815
D_FEDFUNDS,3,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.05413067883208585
D_FEDFUNDS,3,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9095600181599394
D_FEDFUNDS,3,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02127207146940281
D_FEDFUNDS,3,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.012300298089727567
D_FEDFUNDS,3,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0027369334488442595
D_FEDFUNDS,4,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.050590573362637635
D_FEDFUNDS,4,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.903163880044045
D_FEDFUNDS,4,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025291552582753445
D_FEDFUNDS,4,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.017352823671787945
D_FEDFUNDS,4,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003601170338775848
D_FEDFUNDS,5,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04788210703574235
D_FEDFUNDS,5,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9010331593908392
D_FEDFUNDS,5,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02903569533600458
D_FEDFUNDS,5,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01863165996553776
D_FEDFUNDS,5,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003417378271876176
D_FEDFUNDS,6,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.046515025537646394
D_FEDFUNDS,6,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8997636979681376
D_FEDFUNDS,6,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03130442874343024
D_FEDFUNDS,6,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019017099860706863
D_FEDFUNDS,6,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003399747890078864
D_FEDFUNDS,7,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04545630948826235
D_FEDFUNDS,7,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.898310781759121
D_FEDFUNDS,7,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.033634428503795145
D_FEDFUNDS,7,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019080044017368545
D_FEDFUNDS,7,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003518436231452818
D_FEDFUNDS,8,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.044681877092523484
D_FEDFUNDS,8,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8979698022597953
D_FEDFUNDS,8,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.034499492857143065
D_FEDFUNDS,8,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01911841023210051
D_FEDFUNDS,8,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037304175584374753
D_FEDFUNDS,9,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04411520005773131
D_FEDFUNDS,9,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8979055975144886
D_FEDFUNDS,9,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0350131538989982
D_FEDFUNDS,9,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01920231086289425
D_FEDFUNDS,9,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037637376658874733
D_FEDFUNDS,10,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0437512836653903
D_FEDFUNDS,10,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8976608663842046
D_FEDFUNDS,10,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03561805808715075
D_FEDFUNDS,10,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01923449968153351
D_FEDFUNDS,10,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003735292181720685
D_FEDFUNDS,11,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04349776674816907
D_FEDFUNDS,11,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.89738142248441
D_FEDFUNDS,11,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03617075387814665
D_FEDFUNDS,11,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019237496357571722
D_FEDFUNDS,11,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003712560531702417
D_FEDFUNDS,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04332578487405963
D_FEDFUNDS,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8971083882900102
D_FEDFUNDS,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03664022386627409
D_FEDFUNDS,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019225868754689172
D_FEDFUNDS,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003699734214966721
D_FEDFUNDS,13,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04321646026399865
D_FEDFUNDS,13,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8968635631135103
D_FEDFUNDS,13,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.037016829554898906
D_FEDFUNDS,13,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01920104053002618
D_FEDFUNDS,13,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037021065375657746
D_FEDFUNDS,14,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04314293943752057
D_FEDFUNDS,14,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8966472684959981
D_FEDFUNDS,14,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.037327198675770105
D_FEDFUNDS,14,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019174885554348445
D_FEDFUNDS,14,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037077078363626855
D_FEDFUNDS,15,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04309298650673556
D_FEDFUNDS,15,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8964592492395878
D_FEDFUNDS,15,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03758752874455212
D_FEDFUNDS,15,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019151258820541802
D_FEDFUNDS,15,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037089766885826368
D_FEDFUNDS,16,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.043064156140749536
D_FEDFUNDS,16,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8962959665217956
D_FEDFUNDS,16,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.037800171525373974
D_FEDFUNDS,16,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019131524204341315
D_FEDFUNDS,16,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037081816077395714
D_FEDFUNDS,17,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.043051249843884566
D_FEDFUNDS,17,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8961454146147788
D_FEDFUNDS,17,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0379812761467131
D_FEDFUNDS,17,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01911530327405394
D_FEDFUNDS,17,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003706756120569472
D_FEDFUNDS,18,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.043047991653865025
D_FEDFUNDS,18,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8960045233940852
D_FEDFUNDS,18,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03813953347445883
D_FEDFUNDS,18,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01910228703418241
D_FEDFUNDS,18,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037056644434084463
D_FEDFUNDS,19,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0430505122365211
D_FEDFUNDS,19,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8958757186858642
D_FEDFUNDS,19,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03827616026847064
D_FEDFUNDS,19,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019092408162419514
D_FEDFUNDS,19,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003705200646724398
D_FEDFUNDS,20,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04305694240850628
D_FEDFUNDS,20,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8957595341925833
D_FEDFUNDS,20,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03839304183059314
D_FEDFUNDS,20,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01908539469437706
D_FEDFUNDS,20,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003705086873940017
D_FEDFUNDS,21,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04306584173316643
D_FEDFUNDS,21,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8956552381347332
D_FEDFUNDS,21,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03849296447175839
D_FEDFUNDS,21,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01908091496129983
D_FEDFUNDS,21,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00370504069904199
D_FEDFUNDS,22,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.043076070904626035
D_FEDFUNDS,22,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8955615317056358
D_FEDFUNDS,22,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.038578896154726004
D_FEDFUNDS,22,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019078578961582143
D_FEDFUNDS,22,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037049222734299976
D_FEDFUNDS,23,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04308696200924752
D_FEDFUNDS,23,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8954770473747864
D_FEDFUNDS,23,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.038653250600147016
D_FEDFUNDS,23,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019077993036740955
D_FEDFUNDS,23,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0037047469790779915
D_FEDFUNDS,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04309809330858407
