response,horizon,shock,Acceptable if,variance_share
UNRATE,1,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9855626068116748
UNRATE,1,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
UNRATE,1,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
UNRATE,3,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0664627176000026
UNRATE,3,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.09877999601048902
UNRATE,3,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.7915427829907511
UNRATE,3,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04167314757957218
UNRATE,3,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0015413558191847989
UNRATE,6,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.09937085767942444
UNRATE,6,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.11676765733461866
UNRATE,6,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.6919601237531039
UNRATE,6,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.08933259921775125
UNRATE,6,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.002568762015101388
UNRATE,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1279298215575564
UNRATE,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.151127565385338
UNRATE,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.598912765497753
UNRATE,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12033641484541817
UNRATE,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0016934327139340232
UNRATE,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.14067474631443672
UNRATE,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.18431645425216184
UNRATE,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5367283859787487
UNRATE,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13704526422751787
UNRATE,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0012351492271345352
INDPRO_GROWTH,1,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008030166780077595
INDPRO_GROWTH,1,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00806748973087851
INDPRO_GROWTH,1,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5186332003027594
INDPRO_GROWTH,1,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.46526914318628443
INDPRO_GROWTH,1,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
INDPRO_GROWTH,3,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.05051483100670196
INDPRO_GROWTH,3,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07289030282953823
INDPRO_GROWTH,3,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4823971610983697
INDPRO_GROWTH,3,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3802368316699388
INDPRO_GROWTH,3,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01396087339545111
INDPRO_GROWTH,6,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04845791006415923
INDPRO_GROWTH,6,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07613617544121414
INDPRO_GROWTH,6,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.493253409272689
INDPRO_GROWTH,6,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3680761342309093
INDPRO_GROWTH,6,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014076370991028262
INDPRO_GROWTH,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04849601579534552
INDPRO_GROWTH,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07572288674871668
INDPRO_GROWTH,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4946215363607987
INDPRO_GROWTH,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3653739910453164
INDPRO_GROWTH,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015785570049822586
INDPRO_GROWTH,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.049269138172523715
INDPRO_GROWTH,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07590741632099811
INDPRO_GROWTH,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49482654012733723
INDPRO_GROWTH,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3642719722777248
INDPRO_GROWTH,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01572493310141562
SENTIMENT_CHANGE,1,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003752699835362045
SENTIMENT_CHANGE,1,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03441315953110473
SENTIMENT_CHANGE,1,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.06651265272666754
SENTIMENT_CHANGE,1,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.001789671387781193
SENTIMENT_CHANGE,1,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8935318165190844
SENTIMENT_CHANGE,3,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019974555444044792
SENTIMENT_CHANGE,3,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03277795336517976
SENTIMENT_CHANGE,3,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.06887388534108642
SENTIMENT_CHANGE,3,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.007497854282239159
SENTIMENT_CHANGE,3,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8708757515674499
SENTIMENT_CHANGE,6,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0248593697156986
SENTIMENT_CHANGE,6,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0398083392311658
SENTIMENT_CHANGE,6,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07146543648758018
SENTIMENT_CHANGE,6,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.007910882436108999
SENTIMENT_CHANGE,6,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8559559721294465
SENTIMENT_CHANGE,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025093977684557404
SENTIMENT_CHANGE,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04043403761836014
SENTIMENT_CHANGE,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07255615422226125
SENTIMENT_CHANGE,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00820678451109552
SENTIMENT_CHANGE,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8537090459637259
SENTIMENT_CHANGE,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02547324829727124
SENTIMENT_CHANGE,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040435405065109606
SENTIMENT_CHANGE,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07361542072274559
SENTIMENT_CHANGE,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008473453740132943
SENTIMENT_CHANGE,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8520024721747408
